# SITE INFORMATION #
description,state,latitude,longitude,timezone,install,horizontalDatum,verticalDatum,verticalAccuracy,elevationMethod,tzOffset,activeFlag,type,responsibility,agencyRegion,siteid,elevation
Colorado River Below Interstate Bridge,AZ,33.6006,-114.5497,US/Mountain,,,,0,,,,stream,,LC,biblc,
# SERIES DATA #
Site,Site ID,Parameter,Date,Value,Units
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-29 00:00:00,3668.83,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-28 00:00:00,3811.62,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-27 00:00:00,5314.71,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-26 00:00:00,5307.62,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-25 00:00:00,5452.65,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-24 00:00:00,4344.88,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-23 00:00:00,1393.33,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-22 00:00:00,2372.62,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-21 00:00:00,5436.71,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-20 00:00:00,4178.88,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-19 00:00:00,3850.88,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-18 00:00:00,5231.75,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-17 00:00:00,5313,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-16 00:00:00,5272,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-15 00:00:00,4279.5,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-14 00:00:00,5308.92,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-13 00:00:00,5068.54,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-12 00:00:00,5294.71,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-11 00:00:00,5946.33,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-10 00:00:00,6299.04,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-09 00:00:00,6994.54,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-08 00:00:00,5430.75,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-07 00:00:00,4820,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-06 00:00:00,4816.08,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-05 00:00:00,5286.33,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-04 00:00:00,5743.08,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-03 00:00:00,5445.58,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-02 00:00:00,5551.38,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-12-01 00:00:00,4082.83,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-30 00:00:00,5034.29,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-29 00:00:00,5290.17,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-28 00:00:00,4870.79,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-27 00:00:00,5002.29,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-26 00:00:00,5261.42,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-25 00:00:00,5327.62,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-24 00:00:00,4891.75,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-23 00:00:00,5398.38,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-22 00:00:00,4173.5,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-21 00:00:00,3526.62,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-20 00:00:00,5502.08,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-19 00:00:00,5766.48,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-18 00:00:00,5412.54,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-17 00:00:00,3508.54,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-16 00:00:00,5466.04,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-15 00:00:00,4542,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-14 00:00:00,4620.54,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-13 00:00:00,5908.21,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-12 00:00:00,6179.33,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-11 00:00:00,6582.88,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-10 00:00:00,4943.21,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2017-11-09 00:00:00,6097.21,cubic feet per second
